bed_number,timestamp_start,timestamp_end,hfr_count,mfr_count
28,1622300305,1622300644,2,3
28,1622309869,1622310650,3,2
28,1622328195,1622328835,2,5
28,1622334303,1622334972,2,2
28,1622345052,1622345641,2,0
28,1622353933,1622354372,4,2
28,1622358971,1622359844,2,2
28,1622371905,1622372702,1,3
28,1622383102,1622383773,3,4
28,1622388372,1622389051,0,2
28,1622393012,1622393561,3,0
28,1622418336,1622419229,0,3
28,1622427788,1622428680,3,2
28,1622432030,1622432225,4,5
28,1622442001,1622442523,4,3
29,1622318527,1622318934,2,5
29,1622441197,1622442318,2,1
29,1622529265,1622530403,1,2
30,1622367498,1622368371,0,4
30,1622387612,1622388533,2,2
30,1622398421,1622398561,4,3
30,1622405791,1622405912,3,0
30,1622416072,1622417268,0,5
30,1622440662,1622441572,3,1
30,1622459834,1622460133,2,3
30,1622468154,1622469168,0,2
30,1622474833,1622475918,4,2
30,1622484397,1622484559,1,4
30,1622502723,1622503443,4,0
30,1622508831,1622509225,2,0
30,1622519580,1622520607,0,5
30,1622528461,1622528793,3,0
30,1622533499,1622533609,4,5
30,1622546433,1622546466,0,2
30,1622557630,1622558021,0,0
30,1622562900,1622563525,0,1
30,1622567540,1622567711,2,3
30,1622592864,1622593968,3,5
30,1622602316,1622603134,2,2
30,1622606558,1622606572,0,4
30,1622616529,1622617237,2,1
31,1622555418,1622555666,2,1
31,1622562097,1622562379,2,2
31,1622571661,1622572170,4,2
31,1622589987,1622590762,0,0
31,1622596095,1622596345,4,2
31,1622606844,1622607031,0,2
31,1622615725,1622616537,5,0
31,1622620763,1622621259,4,1
31,1622633697,1622633825,5,2
31,1622644894,1622645606,0,0
31,1622650164,1622650412,1,5
31,1622654804,1622655645,1,2
31,1622680128,1622680519,5,2
31,1622689580,1622689666,5,3
31,1622693822,1622694648,0,2
31,1622703793,1622704885,3,2
32,1622542026,1622543067,4,1
32,1622562140,1622563139,4,2
32,1622572949,1622573590,2,5
32,1622580319,1622581419,1,5
32,1622590600,1622590766,0,1
32,1622615190,1622615773,3,1
32,1622634362,1622634585,2,1
32,1622642682,1622643428,2,1
32,1622649361,1622649431,1,0
32,1622658925,1622659157,1,0
32,1622677251,1622677831,3,3
32,1622683359,1622683982,0,5
32,1622694108,1622694978,0,1
32,1622702989,1622703409,1,2
32,1622708027,1622708129,3,5
32,1622720961,1622721803,3,5
32,1622732158,1622732689,2,1
32,1622737428,1622737820,5,4
32,1622742068,1622742688,0,0
32,1622767392,1622768538,0,3
32,1622776844,1622777448,5,4
32,1622781086,1622781147,3,0
32,1622791057,1622791194,5,3
33,1622629290,1622629469,5,5
33,1622649404,1622650336,4,2
33,1622660213,1622660733,3,4
33,1622667583,1622668662,2,4
33,1622677864,1622678014,4,4
33,1622702454,1622702859,4,4
33,1622721626,1622722329,0,1
33,1622729946,1622730781,5,1
33,1622736625,1622736992,1,3
33,1622746189,1622746592,2,5
33,1622764515,1622765069,4,2
33,1622770623,1622771379,3,0
33,1622781372,1622782006,2,3
33,1622790253,1622790987,2,4
33,1622795291,1622796285,4,2
33,1622808225,1622809162,5,3
33,1622819422,1622820358,1,0
33,1622824692,1622825196,3,0
33,1622829332,1622829770,5,2
33,1622854656,1622855201,0,2
33,1622864108,1622865133,0,0
33,1622868350,1622869331,3,0
33,1622878321,1622879060,0,3
34,1622716554,1622717719,5,3
34,1622736668,1622737364,2,2
34,1622747477,1622748434,5,5
34,1622754847,1622755592,3,1
34,1622765128,1622766232,3,1
34,1622789718,1622790508,4,0
34,1622808890,1622809071,1,2
34,1622817210,1622818282,2,3
34,1622823889,1622824192,0,0
34,1622833453,1622833755,1,3
34,1622851779,1622852014,1,3
34,1622857887,1622857990,2,4
34,1622868636,1622869457,4,1
34,1622877517,1622877865,1,1
34,1622882555,1622883355,2,0
34,1622895489,1622895734,5,4
34,1622906686,1622906991,4,0
35,1622803818,1622804271,5,2
35,1622823932,1622824056,4,2
35,1622834741,1622835662,0,3
35,1622842111,1622842235,0,1
35,1622852392,1622853476,0,2
35,1622876982,1622877719,3,5
35,1622896154,1622896862,0,2
35,1622904474,1622905507,2,3
35,1622911153,1622912053,3,0
35,1622920717,1622920852,1,5
35,1622939043,1622939298,0,1
35,1622945151,1622946186,3,0
35,1622955900,1622956157,4,1
35,1622964781,1622965620,0,5
35,1622969819,1622970805,5,3
35,1622982753,1622983303,3,4
35,1622993950,1622994304,4,3
35,1622999220,1623000297,3,0
35,1623003860,1623004035,5,2
35,1623029184,1623029791,1,4
35,1623038636,1623039583,0,2
36,1622929375,1622929677,0,0
36,1622939656,1622939668,2,3
36,1622964246,1622965242,5,5
36,1622983418,1622984462,0,0
36,1622991738,1622992697,1,1
36,1622998417,1622998505,2,4
36,1623007981,1623008755,2,3
36,1623026307,1623026919,4,5
36,1623032415,1623033547,4,3
36,1623043164,1623043211,2,4
36,1623052045,1623052502,2,2
36,1623057083,1623057717,0,5
36,1623070017,1623070833,1,4
36,1623081214,1623081622,5,2
36,1623086484,1623087009,3,5
36,1623091124,1623091893,2,2
36,1623116448,1623116838,3,2
36,1623125900,1623126700,4,2
36,1623130142,1623130936,4,2
36,1623140113,1623141076,1,3
37,1622978346,1622979544,0,3
37,1622998460,1622999440,4,0
37,1623009269,1623010221,0,3
37,1623016639,1623017584,5,3
37,1623026920,1623027641,5,2
37,1623051510,1623052193,3,0
37,1623070682,1623071711,1,3
37,1623079002,1623079521,4,0
37,1623085681,1623086690,0,1
38,1623065610,1623065771,1,0
38,1623085724,1623086468,5,5
38,1623096533,1623097191,1,3
38,1623103903,1623105042,1,4
38,1623114184,1623114940,3,2
38,1623138774,1623139782,0,2
38,1623157946,1623158380,5,5
38,1623166266,1623166896,5,5
38,1623172945,1623173471,2,5
38,1623182509,1623183317,5,5
38,1623200835,1623201242,3,3
38,1623206943,1623207606,1,4
38,1623217692,1623217724,4,2
38,1623226573,1623226907,0,5
38,1623231611,1623232220,4,2
38,1623244545,1623245724,3,1
38,1623255742,1623256675,0,5
38,1623261012,1623261936,3,2
38,1623265652,1623265860,2,4
38,1623290976,1623292151,5,0
38,1623300428,1623301376,5,3
38,1623304670,1623305645,0,5
